product_id,category,brand,product_name,ingredients,product_rating,ingredients_clean_list,ingredients_clean_str
M46,미스트/오일,유리아쥬,오떼르말,온천수,4.7,['온천수'],온천수
M49,미스트/오일,달바,오리지널 & 프리미엄 미스트 세럼,"정제수, 다이프로필렌글라이콜, 네오펜틸글라이콜다이헵타노에이트, 1,2-헥산다이올, 나이아신아마이드, 솔비톨, 하이드록시에틸우레아, 아보카도오일, 멕시칸치아씨추출물, 바질꽃/잎/줄기추출물, 베타인, 귀리커넬추출물, 부틸렌글라이콜, 흰서양송로추출물(0.174%), 글리세린, 해바라기씨오일, 토코페릴아세테이트, 다이소듐이디티에이, 다이포타슘글리시리제이트, 아데노신, 소듐팔미토일프롤린, 비피다발효용해물, 알바수련꽃추출물, 소듐하이알루로네이트, 에탄올, 돌콩오일, 스피드웰추출물, 황산앵초추출물, 페퍼민트잎추출물, 레몬밤잎추출물, 당아욱추출물, 레이디스맨틀추출물, 서양톱풀추출물, 사우수레아인볼루크라타추출물, 인삼추출물, 연꽃추출물, 뽕나무껍질추출물, 마돈나백합꽃추출물, 에델바이스추출물, 약모밀추출물, 프리지어추출물, 카보머, 데이지꽃추출물, 알지닌, 포타슘솔베이트, 아나토씨오일, 소듐하이드록사이드, 토코페롤, 향료, 부틸페닐메틸프로피오날, 리날룰, 헥실신남알, 리모넨",4.9,"['정제수', '다이프로필렌글라이콜', '네오펜틸글라이콜다이헵타노에이트', '1,2-헥산다이올', '나이아신아마이드', '솔비톨', '하이드록시에틸우레아', '아보카도오일', '멕시칸치아씨추출물', '바질꽃/잎/줄기추출물', '베타인', '귀리커넬추출물', '부틸렌글라이콜', '흰서양송로추출물', '글리세린', '해바라기씨오일', '토코페릴아세테이트', '다이소듐이디티에이', '다이포타슘글리시리제이트', '아데노신', '소듐팔미토일프롤린', '비피다발효용해물', '알바수련꽃추출물', '소듐하이알루로네이트', '에탄올', '돌콩오일', '스피드웰추출물', '황산앵초추출물', '페퍼민트잎추출물', '레몬밤잎추출물', '당아욱추출물', '레이디스맨틀추출물', '서양톱풀추출물', '사우수레아인볼루크라타추출물', '인삼추출물', '연꽃추출물', '뽕나무껍질추출물', '마돈나백합꽃추출물', '에델바이스추출물', '약모밀추출물', '프리지어추출물', '카보머', '데이지꽃추출물', '알지닌', '포타슘솔베이트', '아나토씨오일', '소듐하이드록사이드', '토코페롤', '향료', '부틸페닐메틸프로피오날', '리날룰', '헥실신남알', '리모넨']","정제수|다이프로필렌글라이콜|네오펜틸글라이콜다이헵타노에이트|1,2-헥산다이올|나이아신아마이드|솔비톨|하이드록시에틸우레아|아보카도오일|멕시칸치아씨추출물|바질꽃/잎/줄기추출물|베타인|귀리커넬추출물|부틸렌글라이콜|흰서양송로추출물|글리세린|해바라기씨오일|토코페릴아세테이트|다이소듐이디티에이|다이포타슘글리시리제이트|아데노신|소듐팔미토일프롤린|비피다발효용해물|알바수련꽃추출물|소듐하이알루로네이트|에탄올|돌콩오일|스피드웰추출물|황산앵초추출물|페퍼민트잎추출물|레몬밤잎추출물|당아욱추출물|레이디스맨틀추출물|서양톱풀추출물|사우수레아인볼루크라타추출물|인삼추출물|연꽃추출물|뽕나무껍질추출물|마돈나백합꽃추출물|에델바이스추출물|약모밀추출물|프리지어추출물|카보머|데이지꽃추출물|알지닌|포타슘솔베이트|아나토씨오일|소듐하이드록사이드|토코페롤|향료|부틸페닐메틸프로피오날|리날룰|헥실신남알|리모넨"
M51,미스트/오일,코스알엑스,더 레티놀 0.5 오일,"스쿠알란, 돌콩오일, 다이-C12-13알킬말레이트, 레티놀(0.5%), 카프릴릭/카프릭트라이글리세라이드, 비에이치티, 토코트라이엔올, 토코페롤, 오일팜오일, 하이드록시메톡시페닐데칸온",4.7,"['스쿠알란', '돌콩오일', '다이-C12-13알킬말레이트', '레티놀', '카프릴릭/카프릭트라이글리세라이드', '비에이치티', '토코트라이엔올', '토코페롤', '오일팜오일', '하이드록시메톡시페닐데칸온']",스쿠알란|돌콩오일|다이-C12-13알킬말레이트|레티놀|카프릴릭/카프릭트라이글리세라이드|비에이치티|토코트라이엔올|토코페롤|오일팜오일|하이드록시메톡시페닐데칸온
M53,미스트/오일,숨37,시크릿 모공 세라마이드 버블 오일 에센스 미스트,"정제수, 변성알코올, C13-15알케인, 부틸렌글라이콜, 글리세린, 락토바실러스발효용해물, 다이카프릴릴카보네이트, 트레할로오스, 1,2-헥산다이올, 스쿠알란, 자일리톨, 카프릴릭/카프릭트라이글리세라이드, 아이소노닐아이소노나노에이트, 해바라기씨오일, 글루코노락톤, 하이드록시에틸피페라진에탄설포닉애씨드, 비니거, 트로메타민, 아데노신, 리놀레익애씨드, 캐스터오일/아이피디아이코폴리머, 리놀레닉애씨드, 토코페롤, 다이포타슘글리시리제이트, 덱스트린, 코코넛야자오일, 잇꽃꽃추출물, 당근추출물, 알지닌, 카놀라오일, 카보머, 카카오씨추출물, 당근씨오일, 살리실로일피토스핑고신, 베타-카로틴, 아모다이메티콘, 티아꽃추출물, 효모폴리펩타이드, 토코페릴아세테이트, 하이드로제네이티드레시틴, 수크로오스스테아레이트, 세라마이드엔피, 콜레스테롤, 2,3-부탄다이올, 글리세릴스테아레이트, 팔미틱애씨드, 세라마이드에이피, 세라마이드엔지, 락토바실러스/배즙발효여과물, 효모/보리씨발효여과물, 수박추출물, 무추출물, 락토바실러스/인삼뿌리발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/부레옥잠발효물, 모나스커스/쌀발효물, 효모/포도발효추출물, 효모/감자추출물발효여과물, 효모/자일리눔/홍차발효물, 단풍나무잎추출물, 창포뿌리추출물, 개다래추출물, 으름덩굴추출물, 양파추출물, 마늘추출물, 지모뿌리추출물, 쑥잎추출물, 사탕무뿌리추출물, 양배추추출물, 순무잎추출물, 동백나무잎추출물, 파파야열매추출물, 결명씨추출물, 병풀추출물, 모과추출물, 치커리뿌리추출물, 베르가모트잎추출물, 유자추출물, 귤껍질추출물, 더덕뿌리추출물, 쿠네아타산사열매추출물, 오이열매추출물, 울금뿌리추출물, 감추출물, 쇠뜨기추출물, 비파나무잎추출물, 무화과추출물, 허브로버트추출물, 긴병꽃풀추출물, 스페인감초뿌리추출물, 잎새버섯자실체추출물, 해바라기씨추출물, 원추리꽃추출물, 고구마뿌리추출물, 표고버섯추출물, 레몬버베나잎추출물, 인동덩굴꽃추출물, 구기자추출물, 레몬밤추출물, 페퍼민트꽃/잎/줄기추출물, 산뽕나무잎추출물, 바나나추출물, 연꽃뿌리추출물, 바질잎추출물, 기장추출물, 소엽잎추출물, 팥추출물, 왕질경이씨추출물, 도라지뿌리추출물, 쇠비름추출물, 살구추출물, 복숭아추출물, 자두추출물, 사과추출물, 지황뿌리추출물, 로즈마리잎추출물, 라즈베리추출물, 살비아잎추출물, 얼룩조릿대잎추출물, 형개추출물, 검은깨추출물, 시금치추출물, 서양민들레잎추출물, 타임잎추출물, 하늘타리뿌리추출물, 미역추출물, 생강추출물, 마트리카리아꽃추출물, 은행추출물, 약모밀추출물, 락토바실러스/호밀가루발효물, 락토바실러스/고추냉이뿌리발효추출물, 세라마이드이오피, 향료, 리모넨, 리날룰, 시트로넬올, 시트랄, 제라니올 Cyto-ferm Activator™ 멜팅세라마이드 Tru-Active™ Biopeptide190™",5.0,"['정제수', '변성알코올', 'C13-15알케인', '부틸렌글라이콜', '글리세린', '락토바실러스발효용해물', '다이카프릴릴카보네이트', '트레할로오스', '1,2-헥산다이올', '스쿠알란', '자일리톨', '카프릴릭/카프릭트라이글리세라이드', '아이소노닐아이소노나노에이트', '해바라기씨오일', '글루코노락톤', '하이드록시에틸피페라진에탄설포닉애씨드', '비니거', '트로메타민', '아데노신', '리놀레익애씨드', '캐스터오일/아이피디아이코폴리머', '리놀레닉애씨드', '토코페롤', '다이포타슘글리시리제이트', '덱스트린', '코코넛야자오일', '잇꽃꽃추출물', '당근추출물', '알지닌', '카놀라오일', '카보머', '카카오씨추출물', '당근씨오일', '살리실로일피토스핑고신', '베타-카로틴', '아모다이메티콘', '티아꽃추출물', '효모폴리펩타이드', '토코페릴아세테이트', '하이드로제네이티드레시틴', '수크로오스스테아레이트', '세라마이드엔피', '콜레스테롤', '2,3-부탄다이올', '글리세릴스테아레이트', '팔미틱애씨드', '세라마이드에이피', '세라마이드엔지', '락토바실러스/배즙발효여과물', '효모/보리씨발효여과물', '수박추출물', '무추출물', '락토바실러스/인삼뿌리발효여과물', '락토바실러스/콩발효추출물', '락토바실러스/부레옥잠발효물', '모나스커스/쌀발효물', '효모/포도발효추출물', '효모/감자추출물발효여과물', '효모/자일리눔/홍차발효물', '단풍나무잎추출물', '창포뿌리추출물', '개다래추출물', '으름덩굴추출물', '양파추출물', '마늘추출물', '지모뿌리추출물', '쑥잎추출물', '사탕무뿌리추출물', '양배추추출물', '순무잎추출물', '동백나무잎추출물', '파파야열매추출물', '결명씨추출물', '병풀추출물', '모과추출물', '치커리뿌리추출물', '베르가모트잎추출물', '유자추출물', '귤껍질추출물', '더덕뿌리추출물', '쿠네아타산사열매추출물', '오이열매추출물', '울금뿌리추출물', '감추출물', '쇠뜨기추출물', '비파나무잎추출물', '무화과추출물', '허브로버트추출물', '긴병꽃풀추출물', '스페인감초뿌리추출물', '잎새버섯자실체추출물', '해바라기씨추출물', '원추리꽃추출물', '고구마뿌리추출물', '표고버섯추출물', '레몬버베나잎추출물', '인동덩굴꽃추출물', '구기자추출물', '레몬밤추출물', '페퍼민트꽃/잎/줄기추출물', '산뽕나무잎추출물', '바나나추출물', '연꽃뿌리추출물', '바질잎추출물', '기장추출물', '소엽잎추출물', '팥추출물', '왕질경이씨추출물', '도라지뿌리추출물', '쇠비름추출물', '살구추출물', '복숭아추출물', '자두추출물', '사과추출물', '지황뿌리추출물', '로즈마리잎추출물', '라즈베리추출물', '살비아잎추출물', '얼룩조릿대잎추출물', '형개추출물', '검은깨추출물', '시금치추출물', '서양민들레잎추출물', '타임잎추출물', '하늘타리뿌리추출물', '미역추출물', '생강추출물', '마트리카리아꽃추출물', '은행추출물', '약모밀추출물', '락토바실러스/호밀가루발효물', '락토바실러스/고추냉이뿌리발효추출물', '세라마이드이오피', '향료', '리모넨', '리날룰', '시트로넬올', '시트랄', '제라니올 Cyto-ferm Activator™ 멜팅세라마이드 Tru-Active™ Biopeptide190™']","정제수|변성알코올|C13-15알케인|부틸렌글라이콜|글리세린|락토바실러스발효용해물|다이카프릴릴카보네이트|트레할로오스|1,2-헥산다이올|스쿠알란|자일리톨|카프릴릭/카프릭트라이글리세라이드|아이소노닐아이소노나노에이트|해바라기씨오일|글루코노락톤|하이드록시에틸피페라진에탄설포닉애씨드|비니거|트로메타민|아데노신|리놀레익애씨드|캐스터오일/아이피디아이코폴리머|리놀레닉애씨드|토코페롤|다이포타슘글리시리제이트|덱스트린|코코넛야자오일|잇꽃꽃추출물|당근추출물|알지닌|카놀라오일|카보머|카카오씨추출물|당근씨오일|살리실로일피토스핑고신|베타-카로틴|아모다이메티콘|티아꽃추출물|효모폴리펩타이드|토코페릴아세테이트|하이드로제네이티드레시틴|수크로오스스테아레이트|세라마이드엔피|콜레스테롤|2,3-부탄다이올|글리세릴스테아레이트|팔미틱애씨드|세라마이드에이피|세라마이드엔지|락토바실러스/배즙발효여과물|효모/보리씨발효여과물|수박추출물|무추출물|락토바실러스/인삼뿌리발효여과물|락토바실러스/콩발효추출물|락토바실러스/부레옥잠발효물|모나스커스/쌀발효물|효모/포도발효추출물|효모/감자추출물발효여과물|효모/자일리눔/홍차발효물|단풍나무잎추출물|창포뿌리추출물|개다래추출물|으름덩굴추출물|양파추출물|마늘추출물|지모뿌리추출물|쑥잎추출물|사탕무뿌리추출물|양배추추출물|순무잎추출물|동백나무잎추출물|파파야열매추출물|결명씨추출물|병풀추출물|모과추출물|치커리뿌리추출물|베르가모트잎추출물|유자추출물|귤껍질추출물|더덕뿌리추출물|쿠네아타산사열매추출물|오이열매추출물|울금뿌리추출물|감추출물|쇠뜨기추출물|비파나무잎추출물|무화과추출물|허브로버트추출물|긴병꽃풀추출물|스페인감초뿌리추출물|잎새버섯자실체추출물|해바라기씨추출물|원추리꽃추출물|고구마뿌리추출물|표고버섯추출물|레몬버베나잎추출물|인동덩굴꽃추출물|구기자추출물|레몬밤추출물|페퍼민트꽃/잎/줄기추출물|산뽕나무잎추출물|바나나추출물|연꽃뿌리추출물|바질잎추출물|기장추출물|소엽잎추출물|팥추출물|왕질경이씨추출물|도라지뿌리추출물|쇠비름추출물|살구추출물|복숭아추출물|자두추출물|사과추출물|지황뿌리추출물|로즈마리잎추출물|라즈베리추출물|살비아잎추출물|얼룩조릿대잎추출물|형개추출물|검은깨추출물|시금치추출물|서양민들레잎추출물|타임잎추출물|하늘타리뿌리추출물|미역추출물|생강추출물|마트리카리아꽃추출물|은행추출물|약모밀추출물|락토바실러스/호밀가루발효물|락토바실러스/고추냉이뿌리발효추출물|세라마이드이오피|향료|리모넨|리날룰|시트로넬올|시트랄|제라니올 Cyto-ferm Activator™ 멜팅세라마이드 Tru-Active™ Biopeptide190™"
M55,미스트/오일,채운,콜라겐 피디알엔 푸딩 미스트 앰플,"정제수, 글리세린, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 칼슘락테이트, 젤란검, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 커피콩추출물, 하이드롤라이즈드익스텐신, 향료, 소듐하이알루로네이트, 소듐디엔에이, 사이아노코발아민, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 토코페롤, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 아텔로콜라겐, 데사미도콜라겐, 하이드롤라이즈드콜라겐, 수용성콜라겐, 콜라겐, 콜라겐아미노산, 프로콜라겐",4.9,"['정제수', '글리세린', '프로판다이올', '부틸렌글라이콜', '1,2-헥산다이올', '폴리글리세릴-10라우레이트', '칼슘락테이트', '젤란검', '글리세린', '아데노신', '다이소듐이디티에이', '커피콩추출물', '하이드롤라이즈드익스텐신', '향료', '소듐하이알루로네이트', '소듐디엔에이', '사이아노코발아민', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '토코페롤', '하이알루로닉애씨드', '하이드롤라이즈드소듐하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '아텔로콜라겐', '데사미도콜라겐', '하이드롤라이즈드콜라겐', '수용성콜라겐', '콜라겐', '콜라겐아미노산', '프로콜라겐']","정제수|글리세린|프로판다이올|부틸렌글라이콜|1,2-헥산다이올|폴리글리세릴-10라우레이트|칼슘락테이트|젤란검|글리세린|아데노신|다이소듐이디티에이|커피콩추출물|하이드롤라이즈드익스텐신|향료|소듐하이알루로네이트|소듐디엔에이|사이아노코발아민|하이드록시프로필트라이모늄하이알루로네이트|하이드롤라이즈드하이알루로닉애씨드|소듐아세틸레이티드하이알루로네이트|토코페롤|하이알루로닉애씨드|하이드롤라이즈드소듐하이알루로네이트|소듐하이알루로네이트크로스폴리머|포타슘하이알루로네이트|아텔로콜라겐|데사미도콜라겐|하이드롤라이즈드콜라겐|수용성콜라겐|콜라겐|콜라겐아미노산|프로콜라겐"
M27,미스트/오일,에스테덤,셀룰러 워터 미스트,"정제수, 프로판다이올, 소듐시트레이트, 소듐클로라이드, 하이드롤라이즈드하이알루로닉애씨드, 시트릭애씨드, 아미노에탄설피닉애씨드, 카르노신, 포타슘클로라이드, 소듐바이카보네이트, 다이소듐포스페이트, 마그네슘설페이트, 포타슘포스페이트, 칼슘클로라이드",4.7,"['정제수', '프로판다이올', '소듐시트레이트', '소듐클로라이드', '하이드롤라이즈드하이알루로닉애씨드', '시트릭애씨드', '아미노에탄설피닉애씨드', '카르노신', '포타슘클로라이드', '소듐바이카보네이트', '다이소듐포스페이트', '마그네슘설페이트', '포타슘포스페이트', '칼슘클로라이드']",정제수|프로판다이올|소듐시트레이트|소듐클로라이드|하이드롤라이즈드하이알루로닉애씨드|시트릭애씨드|아미노에탄설피닉애씨드|카르노신|포타슘클로라이드|소듐바이카보네이트|다이소듐포스페이트|마그네슘설페이트|포타슘포스페이트|칼슘클로라이드
M43,미스트/오일,차앤박,더마앤서 스킨 부스팅 세럼 미스트,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 폴리글리세릴-10올리에이트, 1,2-헥산다이올, 카프릴릴글라이콜, 에틸헥실글리세린, 스쿠알란, 아데노신, 토코페롤, 트라이소듐이디티에이, 돌콩오일, 락토바실러스발효용해물, 부틸렌글라이콜, 소듐디엔에이, 소듐다이라우미도글루타미드라이신, 향료",4.8,"['정제수', '글리세린', '카프릴릭/카프릭트라이글리세라이드', '나이아신아마이드', '폴리글리세릴-10올리에이트', '1,2-헥산다이올', '카프릴릴글라이콜', '글리세린', '스쿠알란', '아데노신', '토코페롤', '트라이소듐이디티에이', '돌콩오일', '락토바실러스발효용해물', '부틸렌글라이콜', '소듐디엔에이', '소듐다이라우미도글루타미드라이신', '향료']","정제수|글리세린|카프릴릭/카프릭트라이글리세라이드|나이아신아마이드|폴리글리세릴-10올리에이트|1,2-헥산다이올|카프릴릴글라이콜|글리세린|스쿠알란|아데노신|토코페롤|트라이소듐이디티에이|돌콩오일|락토바실러스발효용해물|부틸렌글라이콜|소듐디엔에이|소듐다이라우미도글루타미드라이신|향료"
M25,미스트/오일,바이오힐보,판테셀 리페어시카 크림미스트,"정제수, 글리세린, 트라이에틸헥사노인, 하이드로제네이티드폴리(C6-14올레핀), 부틸렌글라이콜, 펜틸렌글라이콜, 메틸프로판다이올, 판테놀(1%), 병풀추출물, 베타-시토스테롤, 병풀잎추출물, 아세틸헥사펩타이드-8, 아스코빅애씨드폴리펩타이드, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-3, 아세틸테트라펩타이드-5, 아세틸테트라펩타이드-9, 카르노신, 카퍼트라이펩타이드-1, 노나펩타이드-1, 팔미토일펜타펩타이드-4, 팔미토일트라이펩타이드-1, 팔미토일트라이펩타이드-5, 스트렙토코쿠스 테르모필루스발효물, 아이리쉬모스추출물, 사탕수수추출물, 사과즙, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 1,2-헥산다이올, 베타인, 트라이라우레스-4포스페이트, 에틸헥실글리세린, 폴리쿼터늄-51, 소듐파이테이트, 시트릭애씨드, 토코페롤, 레시틴, 에스신, 다이프로필렌글라이콜",4.8,"['정제수', '글리세린', '트라이에틸헥사노인', '하이드로제네이티드폴리', '부틸렌글라이콜', '펜틸렌글라이콜', '메틸프로판다이올', '판테놀', '병풀추출물', '베타-시토스테롤', '병풀잎추출물', '아세틸헥사펩타이드-8', '아스코빅애씨드폴리펩타이드', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-3', '아세틸테트라펩타이드-5', '아세틸테트라펩타이드-9', '카르노신', '카퍼트라이펩타이드-1', '노나펩타이드-1', '팔미토일펜타펩타이드-4', '팔미토일트라이펩타이드-1', '팔미토일트라이펩타이드-5', '스트렙토코쿠스 테르모필루스발효물', '아이리쉬모스추출물', '사탕수수추출물', '사과즙', '칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물', '해바라기씨오일', '1,2-헥산다이올', '베타인', '트라이라우레스-4포스페이트', '글리세린', '폴리쿼터늄-51', '소듐파이테이트', '시트릭애씨드', '토코페롤', '레시틴', '에스신', '다이프로필렌글라이콜']","정제수|글리세린|트라이에틸헥사노인|하이드로제네이티드폴리|부틸렌글라이콜|펜틸렌글라이콜|메틸프로판다이올|판테놀|병풀추출물|베타-시토스테롤|병풀잎추출물|아세틸헥사펩타이드-8|아스코빅애씨드폴리펩타이드|아세틸옥타펩타이드-3|아세틸테트라펩타이드-2|아세틸테트라펩타이드-3|아세틸테트라펩타이드-5|아세틸테트라펩타이드-9|카르노신|카퍼트라이펩타이드-1|노나펩타이드-1|팔미토일펜타펩타이드-4|팔미토일트라이펩타이드-1|팔미토일트라이펩타이드-5|스트렙토코쿠스 테르모필루스발효물|아이리쉬모스추출물|사탕수수추출물|사과즙|칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물|해바라기씨오일|1,2-헥산다이올|베타인|트라이라우레스-4포스페이트|글리세린|폴리쿼터늄-51|소듐파이테이트|시트릭애씨드|토코페롤|레시틴|에스신|다이프로필렌글라이콜"
M3,미스트/오일,유이크,바이옴 베리어 크림 미스트,"정제수, 쿠티박테리움 아비둠발효추출여과물(9.7%), 메틸프로판다이올, 글리세린, 트라이에틸헥사노인, 하이드로제네이티드폴리(C6-14올레핀), 나이아신아마이드, 펜틸렌글라이콜, 다시마추출물, 한련초잎추출물, 귀리커넬추출물, 아티초크잎추출물, 하이드로제네이티드레시틴, 녹차수, 폴리글리세릴-10미리스테이트, 다이프로필렌글라이콜, 셀룰로오스검, 베타-글루칸, 폴리쿼터늄-51, 프룩토올리고사카라이드, 레시틴, 하이드롤라이즈드하이알루로닉애씨드, 토코페롤, 부틸렌글라이콜, 에탄올, 프룩탄, 락토바실러스발효용해물, 프로테아제, 1,2-헥산다이올, 에틸헥실글리세린, 페녹시에탄올",4.8,"['정제수', '쿠티박테리움 아비둠발효추출여과물', '메틸프로판다이올', '글리세린', '트라이에틸헥사노인', '하이드로제네이티드폴리', '나이아신아마이드', '펜틸렌글라이콜', '다시마추출물', '한련초잎추출물', '귀리커넬추출물', '아티초크잎추출물', '하이드로제네이티드레시틴', '녹차수', '폴리글리세릴-10미리스테이트', '다이프로필렌글라이콜', '셀룰로오스검', '베타-글루칸', '폴리쿼터늄-51', '프룩토올리고사카라이드', '레시틴', '하이드롤라이즈드하이알루로닉애씨드', '토코페롤', '부틸렌글라이콜', '에탄올', '프룩탄', '락토바실러스발효용해물', '프로테아제', '1,2-헥산다이올', '글리세린', '페녹시에탄올']","정제수|쿠티박테리움 아비둠발효추출여과물|메틸프로판다이올|글리세린|트라이에틸헥사노인|하이드로제네이티드폴리|나이아신아마이드|펜틸렌글라이콜|다시마추출물|한련초잎추출물|귀리커넬추출물|아티초크잎추출물|하이드로제네이티드레시틴|녹차수|폴리글리세릴-10미리스테이트|다이프로필렌글라이콜|셀룰로오스검|베타-글루칸|폴리쿼터늄-51|프룩토올리고사카라이드|레시틴|하이드롤라이즈드하이알루로닉애씨드|토코페롤|부틸렌글라이콜|에탄올|프룩탄|락토바실러스발효용해물|프로테아제|1,2-헥산다이올|글리세린|페녹시에탄올"
M23,미스트/오일,한율,어린쑥 트러블 진정 미스트,"정제수, 프로판다이올, 부틸렌글라이콜, 황해쑥잎수(17,590ppm), 자일리톨, 펜틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 피피지-13-데실테트라데세스-24, 글리세릴카프릴레이트, 향료, 2,3-부탄다이올, 에틸헥실글리세린, 소듐메타포스페이트, 1,2-헥산다이올, 글루코노락톤, 레시틴, 락토바실러스발효물, 글리세린, 이눌린라우릴카바메이트, 살리실릭애씨드, 황해쑥잎추출물(10ppm), 병풀꽃/잎/줄기추출물, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",4.8,"['정제수', '프로판다이올', '부틸렌글라이콜', '황해쑥잎수', '자일리톨', '펜틸렌글라이콜', '카프릴릭/카프릭트라이글리세라이드', '피피지-13-데실테트라데세스-24', '글리세릴카프릴레이트', '향료', '2,3-부탄다이올', '글리세린', '소듐메타포스페이트', '1,2-헥산다이올', '글루코노락톤', '레시틴', '락토바실러스발효물', '글리세린', '이눌린라우릴카바메이트', '살리실릭애씨드', '황해쑥잎추출물', '병풀꽃/잎/줄기추출물', '토코페롤', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트']","정제수|프로판다이올|부틸렌글라이콜|황해쑥잎수|자일리톨|펜틸렌글라이콜|카프릴릭/카프릭트라이글리세라이드|피피지-13-데실테트라데세스-24|글리세릴카프릴레이트|향료|2,3-부탄다이올|글리세린|소듐메타포스페이트|1,2-헥산다이올|글루코노락톤|레시틴|락토바실러스발효물|글리세린|이눌린라우릴카바메이트|살리실릭애씨드|황해쑥잎추출물|병풀꽃/잎/줄기추출물|토코페롤|소듐하이알루로네이트|하이드롤라이즈드하이알루로닉애씨드|소듐하이알루로네이트크로스폴리머|하이알루로닉애씨드|소듐아세틸레이티드하이알루로네이트"
M57,미스트/오일,에비앙,브뤼미자뙤르 페이셜미스트,천연빙하수,4.7,['천연빙하수'],천연빙하수
M1,미스트/오일,달바,퍼스트 스프레이 세럼,"정제수, 다이프로필렌글라이콜, 네오펜틸글라이콜다이헵타노에이트, 글리세레스-26, 1,2-헥산다이올, 나이아신아마이드, 솔비톨, 하이드록시에틸우레아, 아보카도오일, 멕시칸치아씨추출물, 바질꽃/잎/줄기추출물, 베타인, 귀리커넬추출물, 부틸렌글라이콜, 흰서양송로추출물(1,740ppm), 글리세린, 해바라기씨오일, 토코페릴아세테이트, 다이소듐이디티에이, 다이포타슘글리시리제이트, 아데노신, 소듐팔미토일프롤린, 비피다발효용해물, 알바수련꽃추출물, 하이드롤라이즈드하이알루로닉애씨드, 돌콩오일, 스노우로투스추출물, 인삼추출물, 연꽃꽃추출물, 뽕나무껍질추출물, 마돈나백합꽃추출물, 에델바이스추출물, 약모밀추출물, 프리지어추출물, 카보머, 데이지꽃추출물, 알지닌, 포타슘솔베이트, 아나토씨오일, 토코페롤, 향료, 리날룰, 헥실신남알, 리모넨, 시트로넬올",4.9,"['정제수', '다이프로필렌글라이콜', '네오펜틸글라이콜다이헵타노에이트', '글리세레스-26', '1,2-헥산다이올', '나이아신아마이드', '솔비톨', '하이드록시에틸우레아', '아보카도오일', '멕시칸치아씨추출물', '바질꽃/잎/줄기추출물', '베타인', '귀리커넬추출물', '부틸렌글라이콜', '흰서양송로추출물', '글리세린', '해바라기씨오일', '토코페릴아세테이트', '다이소듐이디티에이', '다이포타슘글리시리제이트', '아데노신', '소듐팔미토일프롤린', '비피다발효용해물', '알바수련꽃추출물', '하이드롤라이즈드하이알루로닉애씨드', '돌콩오일', '스노우로투스추출물', '인삼추출물', '연꽃꽃추출물', '뽕나무껍질추출물', '마돈나백합꽃추출물', '에델바이스추출물', '약모밀추출물', '프리지어추출물', '카보머', '데이지꽃추출물', '알지닌', '포타슘솔베이트', '아나토씨오일', '토코페롤', '향료', '리날룰', '헥실신남알', '리모넨', '시트로넬올']","정제수|다이프로필렌글라이콜|네오펜틸글라이콜다이헵타노에이트|글리세레스-26|1,2-헥산다이올|나이아신아마이드|솔비톨|하이드록시에틸우레아|아보카도오일|멕시칸치아씨추출물|바질꽃/잎/줄기추출물|베타인|귀리커넬추출물|부틸렌글라이콜|흰서양송로추출물|글리세린|해바라기씨오일|토코페릴아세테이트|다이소듐이디티에이|다이포타슘글리시리제이트|아데노신|소듐팔미토일프롤린|비피다발효용해물|알바수련꽃추출물|하이드롤라이즈드하이알루로닉애씨드|돌콩오일|스노우로투스추출물|인삼추출물|연꽃꽃추출물|뽕나무껍질추출물|마돈나백합꽃추출물|에델바이스추출물|약모밀추출물|프리지어추출물|카보머|데이지꽃추출물|알지닌|포타슘솔베이트|아나토씨오일|토코페롤|향료|리날룰|헥실신남알|리모넨|시트로넬올"
