product_id,category,brand,product_name,ingredients,product_rating
L14,로션,브링그린,블루빈 B5 PDRN 마일드 로션,"['글리세린', '카프릴릴메티콘', '바실러스발효물', '스쿠알란', '메틸하이드로제네이티드로지네이트', '합성비즈왁스', '피토스테롤', '시어버터', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '세라마이드엔피', '글리세린', '비타민나무오일', '소듐하이알루로네이트', '소듐파이테이트', '덱스트린', '카카오추출물', '판토테닉애씨드', '토코페롤', '소듐디엔에이']",4.7
L15,로션,아이디얼포맨,퍼펙트 보습 올인원,"['글리세린', '에틸헥실스테아레이트', '나이아신아마이드', '트레할로오스', '병풀추출물', '무화과추출물', '당느릅나무뿌리추출물', '줄맨드라미씨추출물', '뽕나무뿌리추출물', '병풀뿌리추출물', '병풀잎추출물', '소듐하이알루로네이트', '마카다미아씨오일', '해바라기씨오일', '베타인', '소듐스테아로일글루타메이트', '다이메티콘/비닐다이메티콘크로스폴리머', '하이드록시아세토페논', '알지닌', '글리세린', '아데노신', '다이소듐이디티에이', '세라마이드엔피', '토코페롤', '7-데하이드로콜레스테롤', '칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물', '하이드록시프로필사이클로덱스트린', '세테아릴올리베이트', '효모발효물', '아시아티코사이드', '마데카소사이드', '마데카식애씨드', '아시아틱애씨드']",4.8
L17,로션,라운드랩,포 맨 자작나무 수분 로션,"['글리세린', '자작나무수액', '베타인', '스쿠알란', '하이드로제네이티드폴리', '글리세릴글루코사이드', '다이포타슘글리시리제이트', '알란토인', '쇠비름추출물', '감나무잎추출물', '포도추출물', '잇꽃꽃추출물', '커피콩추출물', '호장근뿌리추출물', '밤껍질추출물', '초피나무열매추출물', '소듐하이알루로네이트', '하이알루로닉애씨드', '치자추출물', '토코페롤', '글리세린', '세테아릴올리베이트', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '하이드록시아세토페논', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '카프릴릴글라이콜', '덱스트린', '다이소듐이디티에이']",4.8
L18,로션,아누아,어성초 70 데일리 로션,"['약모밀꽃/잎/줄기수', '글리세린', '에틸헥실스테아레이트', '백미꽃추출물', '물푸레나무추출물', '바질꽃/잎/줄기추출물', '접시꽃추출물', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '하이드로제네이티드폴리', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '베타인', '글리세릴글루코사이드', '글리세린', '소듐스테아로일글루타메이트', '소듐파이테이트', '베타-글루칸', '토코페롤', '소듐아세틸레이티드하이알루로네이트']",4.8
L19,로션,라운드랩,1025 독도 로션,"['글리세린', '퀸즈랜드넛오일', '아이리쉬모스추출물', '사탕수수추출물', '하이알루로닉애씨드', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '스쿠알란', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '호호바에스터', '카프릴릴글라이콜', '소듐파이테이트', '토코페롤', '소듐카복시메틸베타-글루칸', '글리세린']",4.8
L23,로션,피지오겔,DMT 데일리 보습 페이셜 로션,"['카프릴릭/카프릭트리글리세라이드', '글리세린', '코코넛오일', '기름야자오일', '쉐어버터', '올리브오일', '하이드록시에칠셀룰로오스', '카프릴릴글라이콜', '스쿠알란', '세라마이드3']",4.8
L24,로션,피지오겔,레드수딩 AI 진정보습 로션,"['카프릴릭/카프릭트리글리세라이드', '글리세린', '시어버터', '팔미타마이드엠이에이', '하이드록시에틸셀룰로오스', '카프릴릴글라이콜', '베타인', '스쿠알란', '사코신', '아세타마이드엠이에이', '세라마이드엔피']",4.8
L27,로션,아이디얼포맨,프레시 올인원,"['글리세레스-26', '나이아신아마이드', '글리세린', '다시마추출물', '한련초잎추출물', '실버위드추출물', '귀리커넬추출물', '아티초크잎추출물', '목면꽃추출물', '감나무잎추출물', '포도추출물', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '글리세린', '글리세릴폴리메타크릴레이트', '아데노신', '프룩토올리고사카라이드', '베타-글루칸', '폴리쿼터늄-51', '하이드롤라이즈드하이알루로닉애씨드', '락토바실러스발효물', '토코페롤', '카프릴릴글라이콜', '하이드롤라이즈드소듐하이알루로네이트', '하이드록시프로필사이클로덱스트린', '향료']",4.9
L28,로션,아이오페,맨 프로 레티놀 올인원,"['다이카프릴릴카보네이트', '글리세린', '나이아신아마이드', '하이드로제네이티드폴리', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '돌콩오일', '향료', '해바라기씨오일', '실리카', '소듐스테아로일글루타메이트', '다이소듐이디티에이', '글리세린', '아데노신', '당근추출물', '에칠아스코빌에텔', '덱스트린', '레티놀', '맥주효모추출물', '리날룰', '토코페롤', '미리스틱애씨드', '비에이치티', '아라키딕애씨드', '베타-카로틴', '라우릭애씨드', '아라비아고무나무검']",4.9
L34,로션,닥터지,레드 블레미쉬 포 맨 올인원 오일컷 로션,"['베타인', '카프릴릴메티콘', '나이아신아마이드', '실리카', '에리스리톨', '스테아릴다이메티콘', '하이드록시아세토페논', '알지닌', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '폴리아크릴레이트-13', '글리세린', '사과추출물', '글루코노락톤', '아데노신', '하이드로제네이티드폴리아이소부텐', '다이소듐이디티에이', '커피콩추출물', '병풀추출물', '에틸헥실팔미테이트', '메도우스위트꽃추출물', '사탕무뿌리추출물', '레몬추출물', '하이드롤라이즈드하이알루로닉애씨드', '토코페롤', '세라마이드엔피', '마데카소사이드', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드']",4.9
L36,로션,라운드랩,포 맨 1025 독도 올인원 젤 로션,"['베타인', '달맞이꽃꽃추출물', '대왕소나무잎추출물', '칡뿌리추출물', '당느릅나무뿌리추출물', '병풀잎추출물', '오카무라큰실말추출물', '흰버드나무껍질추출물', '커피콩추출물', '베르가모트잎추출물', '소나무잎추출물', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '글리세린', '글리세린', '알란토인', '데실글루코사이드', '카프릴로일살리실릭애씨드', '글루코노락톤', '글리세릴글루코사이드', '실리카', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '알지닌', '베르가모트오일', '살비아오일', '다이소듐이디티에이']",4.9
L38,로션,우르오스,지복합성 페이셜케어,"['글리세린', '베타인', '아데노신포스페이트', '소듐다이라우미도글루타미드라이신', '소듐하이알루로네이트', '스타아니스열매/씨오일', '서양측백나무잎오일', '아틀라스시다나무껍질오일', '라반딘오일', '라임전초오일', '구주소나무잎오일', '로즈마리잎오일', '터펜틴', '리날룰']",4.8
L40,로션,토리든,다이브인 포맨 저분자 히알루론산 올인원 더블,"['글리세린', '아데노신', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드소듐하이알루로네이트', '알란토인', '징크피씨에이', '글리세레스-26', '우레아', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '하이드록시에틸우레아', '다이소듐이디티에이', '글리세릴아크릴레이트/아크릴릭애씨드코폴리머', '피브이엠/엠에이코폴리머', '비닐다이메티콘', 'C14-22알코올', '다이펩타이드-2', '글루코오스', '글리세린']",4.9
L41,로션,라끄베르,옴므 리차지 올인원 에센스,"['글리세린', '에틸아이소스테아레이트', '글리세레스-26', '나이아신아마이드', '비스-피이지-18메틸에터다이메틸실레인', '마카뿌리추출물', '아데노신', '트라이소듐이디티에이', '솔비톨', '귤껍질추출물', '조류추출물', '향료', '리날룰', '알파-아이소메틸아이오논']",4.8
L42,로션,피지오겔,시카밸런스 포맨 카밍 플루이드,"['하이드로제네이티드폴리아이소부텐', '글리세린', '나이아신아마이드', '트레할로오스', '폴리메틸실세스퀴옥세인', '스쿠알란', '베타-글루칸', '아시아틱애씨드', '마데카소사이드', '아시아티코사이드', '마데카식애씨드', '토코페롤', '사코신', '아세타마이드엠이에이', '팔미타마이드엠이에이', '세라마이드엔피', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '글리세릴아크릴레이트/아크릴릭애씨드코폴리머']",4.9
L44,로션,제로이드,수딩 로션,"['글리세린', '미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이', '메틸카프로오일타이로지네이트', '피토스테롤', '토코페릴아세테이트', '비사보롤', '소듐하이알루로네이트', '알지닌', '카프릴릴글라이콜', '트로폴론']",4.7
L45,로션,닥터지,더모이스처 배리어 D 로션,"['스쿠알란', '글리세린', '비닐다이메티콘', '실리카', '세테아릴올리베이트', '세라마이드엔피', '카프릴릴글라이콜', '올리브오일불검화물', '폴리아크릴레이트크로스폴리머-6', '글리세릴글루코사이드', '돌콩오일불검화물', '밀배아오일불검화물', '토코페롤', '아이소말트', '글루코노락톤', '글리세린', '꽃가루추출물', '다이소듐이디티에이', '소듐하이알루로네이트', '자일리틸글루코사이드', '안하이드로자일리톨', '자일리톨', '글루코오스', '미리스틱애씨드', '흰목이버섯폴리사카라이드', '소듐스테아로일글루타메이트', '7-데하이드로콜레스테롤', '소듐아스코빌포스페이트', '포도즙추출물', '피톨']",4.8
L47,로션,피지오겔,아쿠아 포맨 오일컷 올인원,"['글리세린', '스테아릴헵타노에이트', '나이아신아마이드', '트레할로오스', '실리카', 'C14-22알코올', '아데노신', '말라카이트추출물', '다이소듐이디티에이', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '알지닌', '하이알루로닉애씨드', '하이드롤라이즈드소듐하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '소듐아세틸레이티드하이알루로네이트', '글리세린', '글리세린', '스테아릴헵타노에이트', '나이아신아마이드', '트레할로오스', '실리카', 'C14-22알코올', '아데노신', '말라카이트추출물', '다이소듐이디티에이', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '알지닌', '하이알루로닉애씨드', '하이드롤라이즈드소듐하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '소듐아세틸레이티드하이알루로네이트', '글리세린', '소듐하이알루로네이트크로스폴리머', '마데카소사이드', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드']",4.9
L50,로션,닥터지,레드 블레미쉬 포 맨 탄력 올인원,"['나이아신아마이드', '비닐다이메티콘', '폴리아크릴레이트크로스폴리머-6', '글리세릴글루코사이드', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '세테아릴올리베이트', '하이드록시아세토페논', '글리세린', '토코페롤', '글루코노락톤', '프룩탄', '아데노신', '다이소듐이디티에이', '세라마이드엔피', '병풀추출물', '하이드롤라이즈드감자단백질', '하이드롤라이즈드스위트아몬드단백질', '하이드롤라이즈드쌀단백질', '소듐하이알루로네이트', '하이드롤라이즈드콜라겐', '마데카소사이드', '마데카식애씨드', '아시아티코사이드', '아시아틱애씨드', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '아세틸헥사펩타이드-8', '소듐아세틸레이티드하이알루로네이트']",4.8
L53,로션,라네즈,크림스킨 옴므 올인원,"['글리세린', '메도우폼씨오일', '에리스리톨', '소듐스테아로일글루타메이트', '약모밀추출물', '글리세린', '다이소듐이디티에이', '멘톡시프로판다이올', '토코페롤']",4.7
L54,로션,코스노리,판테놀 베리어 에멀전,"['글리세린', '퀸즈랜드넛오일', '나이아신아마이드', '카카두플럼추출물', '스쿠알란', '세테아릴올리베이트', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '토코페롤', '해바라기씨오일', '글리세린', '락토바실러스/인삼뿌리발효여과물', '효모/감자추출물발효여과물', '아데노신', '락토바실러스/콩발효추출물', '락토바실러스/쌀발효물', '효모/율무씨발효여과물', '다이소듐이디티에이', '시어버터', '베타인', '세라마이드엔피', '하이알루로닉애씨드', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '마데카소사이드', '세라마이드에이피', '세라마이드엔에스', '세라마이드에이에스', '데실글루코사이드', '유칼립투스잎추출물', '카프릴릴글라이콜', '병풀추출물', '아시아티코사이드', '아시아틱애씨드', '마데카식애씨드', '피토스핑고신', '세라마이드이오피']",4.9
L59,로션,싸이닉,더 심플 데일리 로션,"['비닐다이메티콘', '글리세린', '세틸에칠헥사노에이트', '알바수련꽃추출물', '알로에베라잎즙', '마데카소사이드', '세테아릴올리베이트', '소듐하이알루로네이트']",4.8
L60,로션,우르오스,올인원 스킨로션,"['글리세린', '베타인', '아데노신포스페이트', '소듐다이라우미도글루타미드라이신', '소듐하이알루로네이트', '스타아니스열매/씨오일', '서양측백나무잎오일', '아틀라스시다나무껍질오일', '라반딘오일', '라임전초오일', '구주소나무잎오일', '로즈마리잎오일', '터펜틴', '리날룰']",4.8
L64,로션,우르오스,올인원 스킨컨디셔너,"['하이드로제네이티드폴리아이소부텐', '글리세린', '아이소스테아릴네오펜타노에이트', '마카다미아씨오일', '글리세린', '아데노신포스페이트', '글리세릴글루코사이드', '쿠푸아수씨버터', '아미노프로필다이메티콘', '토코페롤', '다이소듐이디티에이', '다이메티콘/비닐다이메티콘크로스폴리머', '라임전초오일', '라반딘오일', '터펜틴', '후추열매오일', '아틀라스시다나무껍질오일', '구주소나무잎오일', '스타아니스열매/씨오일', '돌콩배아추출물', '서양측백나무잎오일', '로즈마리잎오일', '리날룰']",4.8
L68,로션,크리니크,드라마티컬리 디퍼런트 모이스춰라이징 젤,"['디메치콘', '이소도데칸', '비스-피이지-18메칠에텔디메칠실란', '글리세린', '호장근추출물', '효모용해추출물', '오이추출물', '보리추출물', '해바라기씨드케이크', '카페인', '트레할로스', '소듐하이알루로네이트', '토코페릴아세테이트', '폴리실리콘-11', '실리카', '프로필렌글라이콜디카프레이트', '락토바실러스발효물', '라우레스-23', '암모늄아크릴로일디메칠타우레이트/브이피코폴리머', '카프릴릴글라이콜', '디소듐이디티에이', '황색4호', '적색504호', '황색5호']",4.8
L93,로션,AHC,온리포맨 올인원 에센스 더블,"['글리세린', '나이아신아마이드', '카바카바잎/뿌리/줄기추출물', '참마뿌리추출물', '검정콩추출물', '마트리카리아꽃/잎추출물', '서양산딸기추출물', '병풀추출물', '락토바실러스/콩발효추출물', '약모밀추출물', '원지뿌리추출물', '도라지뿌리추출물', '흰목이버섯추출물', '은행나무잎추출물', '동백나무잎추출물', '로켓잎추출물', '밀싹추출물', '브로콜리싹추출물', '검은깨추출물', '율무씨추출물', '흑미추출물', '콘민트잎추출물', '파스향나무잎추출물', '스페인감초뿌리추출물', '작약뿌리추출물', '천궁뿌리추출물', '칡뿌리추출물', '쇠비름추출물', '수용성콜라겐', '수레국화꽃수', '푸른연꽃수', '소듐하이알루로네이트', '알로에베라잎즙', '효모발효여과물', '다이메티콘/비닐다이메티콘크로스폴리머', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '다이페닐다이메티콘', '시어버터', '글라이코실트레할로오스', '하이드로제네이티드스타치하이드롤리세이트', '라피노오스', '아데노신', '실리카', '다이소듐이디티에이', '크레아틴', '하이드롤라이즈드루핀단백질', '하이드롤라이즈드하이알루로닉애씨드', '폴리쿼터늄-51', '바이오사카라이드검-1', '향료', '글리세린']",4.8
L104,로션,우르오스,중건성 페이셜케어 스킨밀크,"['글리세린', '하이드로제네이티드폴리', '아데노신포스페이트', '하이드록시프로필사이클로덱스트린', '소듐락테이트', '사철쑥꽃추출물', '스타아니스열매/씨오일', '서양측백나무잎오일', '아틀라스시다나무껍질오일', '라반딘오일', '라임전초오일', '구주소나무잎오일', '로즈마리잎오일', '터펜틴', '리날룰']",4.8
L105,로션,우르오스,페이셜케어 중건성 지복합성,"['글리세린', '베타인', '아데노신포스페이트', '소듐다이라우미도글루타미드라이신', '소듐하이알루로네이트', '스타아니스열매/씨오일', '서양측백나무잎오일', '아틀라스시다나무껍질오일', '라반딘오일', '라임전초오일', '구주소나무잎오일', '로즈마리잎오일', '터펜틴', '리날룰']",4.8
L124,로션,닥터지,레드 블레미쉬 포 맨 올인원 플루이드,"['나이아신아마이드', '카프릴릴메티콘', '글리세린', '하이드로제네이티드폴리', '다이메티콘/비닐다이메티콘크로스폴리머', 'C14-22알코올', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '소듐폴리아크릴로일다이메틸타우레이트', '소듐하이알루로네이트', '아데노신', '병풀추출물', '호장근뿌리추출물', '황금추출물', '다이소듐이디티에이', '스페인감초뿌리추출물', '마트리카리아꽃추출물', '로즈마리잎추출물', '글루코오스', '글루코노락톤', '세라마이드엔피', '말토덱스트린', '마데카소사이드', '사카라이드하이드롤리세이트', '아보카도열매추출물', '아시아티코사이드', '아시아틱애씨드', '마데카식애씨드', '다시마추출물', '당느릅나무뿌리추출물', '알로에베라잎추출물', '참마뿌리추출물', '제비꽃꽃추출물']",4.8
L126,로션,라운드랩,포 맨 1025 독도 올인원 플루이드,"['카프릴릴메티콘', '하이드로제네이티드폴리', '글리세린', '토코페롤', '연꽃꽃추출물', '효모발효물', '개똥쑥추출물', '쌀추출물', '소듐폴리아크릴로일다이메틸타우레이트', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '글리세린', 'C14-22알코올', '글루코오스', '글루코노락톤', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '카프릴릴글라이콜', '다이소듐이디티에이']",4.9
L141,로션,아이소이,포맨 아크니 닥터 올인원,"['글리세린', '마카다미아씨오일', '베타인', '트레할로오스', '고삼뿌리추출물', '비타민나무열매추출물', '대왕송잎추출물', '당느릅나무뿌리추출물', '달맞이꽃추출물', '칡뿌리추출물', '밤부사 불가리스추출물', '바질추출물', '쑥잎추출물', '밤껍질추출물', '버드나무껍질추출물', '병풀추출물', '알란토인', '알지닌', '약모밀추출물', '포트마리골드꽃추출물', '황금추출물', '모란뿌리추출물', '스페인감초뿌리추출물', '베르가모트오일', '로즈마리잎오일', '리날룰', '시트랄']",4.9
L144,로션,라운드랩,포 맨 소나무 진정 시카 로션,"['글리세린', '하이알루로닉애씨드', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '하이드롤라이즈드치자추출물', '하이드롤라이즈드맥아추출물', '하이드롤라이즈드삼색제비꽃추출물', '인도멀구슬나무잎추출물', '인도멀구슬나무꽃추출물', '카카오씨추출물', '오카무라큰실말추출물', '흰버드나무껍질추출물', '커피콩추출물', '베르가모트잎추출물', '소나무잎추출물', '데실글루코사이드', '글리세린', '카프릴로일살리실릭애씨드', '병풀잎추출물', '감자꽃추출물', '병풀추출물', '글라이코프로테인', '아시아티코사이드', '아시아틱애씨드', '마데카소사이드', '마데카식애씨드', '덱스트린', '에틸헥실팔미테이트', '다이소듐이디티에이']",4.9
L146,로션,리얼베리어,익스트림 로션,"['글리세린', '펜타에리스리틸스테아레이트/카프레이트/카프릴레이트/아디페이트', '미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이', '토코페롤', '알지닌', '알란토인', '해바라기씨오일', '소듐하이알루로네이트', '하이드록시에틸셀룰로오스', '아세틸다이펩타이드-1세틸에스터', '광곽향오일', '살비아오일', '다이하이드록시아이소프로필팔모일팜아마이드', '마데카소사이드', '비스-카프릴로일옥시팔미타미도아이소프로판올', '엑토인', '피토스테롤', '캐모마일꽃오일', '콘민트오일', '자일리틸글루코사이드', '안하이드로자일리톨', '멕시칸주니퍼오일', '자일리톨', '글루코오스', '아세틸헵타펩타이드-4', '카프릴릴글라이콜']",4.8
L159,로션,토리든,다이브인 포맨 저분자 히알루론산 올인원,"['글리세린', '아데노신', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드소듐하이알루로네이트', '알란토인', '징크피씨에이', '글리세레스-26', '우레아', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '하이드록시에틸우레아', '다이소듐이디티에이', '글리세릴아크릴레이트/아크릴릭애씨드코폴리머', '피브이엠/엠에이코폴리머', '비닐다이메티콘', 'C14-22알코올', '다이펩타이드-2', '글루코오스', '글리세린']",4.9
